prediction,label,user_id
4.820670326942762,5.0,529
4.974193054215489,5.0,534
4.974193054215489,5.0,537
4.867943054215489,5.0,539
4.723642356500795,5.0,540
4.974193054215489,5.0,543
4.974193054215489,5.0,548
4.628748064746039,5.0,557
4.974193054215489,5.0,561
4.867943054215489,5.0,562
4.867943054215489,5.0,563
4.768762727502637,5.0,567
4.974193054215489,5.0,568
4.974193054215489,5.0,569
4.974193054215489,5.0,570
4.974193054215489,5.0,575
4.974193054215489,5.0,577
4.881801749867663,5.0,581
4.723642356500795,5.0,583
4.974193054215489,5.0,593
4.974193054215489,5.0,599
2.04375,2.0,601
2.0,2.0,619
2.0,2.0,621
2.0,2.0,626
2.0,2.0,627
2.0,2.0,631
2.0,2.0,633
2.0,2.0,634
2.0,2.0,640
2.0576086956521737,2.0,645
2.0,2.0,646
2.0,2.0,647
2.0,2.0,649
2.0576086956521737,2.0,651
2.0,2.0,652
2.0,2.0,655
2.0,2.0,656
2.0,2.0,660
2.0,2.0,665
2.0,2.0,673
2.0,2.0,674
2.0,2.0,675
2.0,2.0,676
2.0,2.0,681
2.04375,2.0,694
2.0576086956521737,2.0,700
2.0,2.0,702
2.0,2.0,706
2.0,2.0,707
2.04375,2.0,714
2.0576086956521737,2.0,716
2.04375,2.0,728
2.0,2.0,730
2.0,2.0,735
2.0,2.0,736
2.0,2.0,737
2.04375,2.0,738
2.0,2.0,741
2.0,2.0,742
2.0,2.0,743
2.04375,2.0,744
2.0,2.0,746
2.0,2.0,748
2.0,2.0,749
2.0,2.0,750
0.0,0.0,751
0.0,0.0,752
0.0,0.0,768
0.0,0.0,772
0.0,0.0,776
0.0,0.0,780
0.0,0.0,782
0.0,0.0,783
0.0,0.0,786
0.0,0.0,789
0.0,0.0,791
0.0,0.0,793
0.0,0.0,794
0.0,0.0,795
0.0,0.0,798
0.0,0.0,799
0.0,0.0,803
0.0,0.0,804
0.0,0.0,805
0.0,0.0,809
0.0,0.0,810
0.0,0.0,812
0.0,0.0,826
0.0,0.0,831
0.0,0.0,834
0.0,0.0,844
0.0,0.0,847
0.0,0.0,849
0.0,0.0,850
0.0,0.0,852
0.0,0.0,863
0.0,0.0,868
0.0,0.0,869
0.0,0.0,872
0.0,0.0,873
0.0,0.0,874
0.0,0.0,875
0.0,0.0,876
0.0,0.0,889
0.0,0.0,894
0.0,0.0,899
0.0,0.0,900
0.0,0.0,901
0.0,0.0,905
0.0,0.0,906
0.0,0.0,910
0.0,0.0,914
0.0,0.0,918
0.0,0.0,923
0.0,0.0,926
0.0,0.0,927
0.0,0.0,930
0.0,0.0,932
0.0,0.0,933
0.0,0.0,936
0.0,0.0,939
0.0,0.0,940
0.0,0.0,942
0.0,0.0,944
0.0,0.0,950
0.0,0.0,952
0.0,0.0,954
0.0,0.0,957
0.0,0.0,959
0.0,0.0,960
0.0,0.0,961
0.0,0.0,962
0.0,0.0,974
0.0,0.0,976
0.0,0.0,979
0.0,0.0,981
0.0,0.0,982
0.0,0.0,983
0.0,0.0,985
0.0,0.0,989
0.0,0.0,991
0.0,0.0,998
0.0,0.0,999
